id,name,link,hometown,genre,image,description,similar1,similar2,similar3,event1_venue,event1_date,event1_start,event1_end,event2_venue,event2_date,event2_start,event2_end,shawn
bd109,PL Mafia,https://plmafia.bandcamp.com/,"Montréal, PQ",Ska,bd109.jpg,"Ensemble depuis 2003, PL Mafia est un groupe ska-punk francophone de Montréal. Avec ses prestations festives, le groupe s’est rapidement fait connaître sur la scène alternative québécoise par sa passion, son acharnement et l’énergie brute de ses spectacles. Le groupe s’est produit en concert plus de 150 fois avec plusieurs grandes têtes d’affiches (The Suicide Machines, Streetlight Manifesto, Big D and the Kids table, etc.) et ce dans 3 pays différents. Ils reviennent tout juste d’une tournée estivale en France, qui fut d’ailleurs un franc succès!",,,,Le Jardin des bières,5/20/2016,19:30,20:00,,,,,
bd110,Pluum,https://pluum.bandcamp.com/,"Montréal, PQ",Hardcore,bd110.jpg,,,,,,,,,,,,,
bd111,Prowl,#,,,,,,,,,,,,,,,,
bd112,Ray Rocket (Teenage Bottlerocket),http://teenagebottlerocket.com/," Laramie, WY",Punk,bd112.jpg,,,,,,,,,,,,,x
bd113,Rebuilder,https://rebuilderboston.bandcamp.com/,"Boston, MA",Punk,bd113.jpg,Rebuilder is a Gnarly Punk band from Boston.,,,,,,,,,,,,
bd114,Red Arms,http://redarms.bandcamp.com,"London, ON",Punk,bd114.jpg,"London, Ontario’s Red Arms like their rock loud, fast, and catchy. The noisy post-punk fueled guitar hooks and fill heavy drums, kick out the jams in a distortion-heavy wall of sound, mining the likes of all your favorite SST, Merge, Touch and Go, and Matador records in the process. The band released their first EP digitally in the fall of 2013 which gained the attention of CBC’s Grant Lawrence and led to the regular airplay of the single, Down To Sound. They released the EP on CD and cassette in early 2015 via the indie cassette-only/promotion label, Curt Murder Fan Club. A scorching new 7"" will released on Yeah Right! Records in March 2016.",,,,,,,,,,,,x
bd115,Red Mass,http://redmassmusic.com/,"Montréal, PQ",,bd115.jpg,"The variable artists involved create a diverse and profound array of images, sounds and planes of existence. While being created and held together by, Roy 'Choyce' Vucino, the band has been ever evolving and constantly in progress since it's beginning point. The project is now also affiliated with the music collectives the Seventh Order of Chaos & Brakhage. Drawing on roots music, punk, rock'n'roll, metal, folk, pop and experimental threads... Red Mass has an illusion for all.",,,,Katacombes,5/21/2016,0:00,0:45,,,,,
bd116,Ringworm,https://www.facebook.com/Ringworm13/,"Cleveland, OH",Hardcore,bd116.jpg,"Cleveland’s legendary kings of metallic hardcore return with their Relapse debut Hammer Of The Witch. 13 songs of fire-y rage propelled by lead vocalist Human Furnace’s wrathful fury, this is a record sure to satisfy metalheads and hardcore kids alike. Riffs and grooves collide on songs like ‘Psychic Vampires’ and ‘Bleed’ creating some of the most vicious hooks to get stuck in your brain in a long, long time. Hammer Of The Witch might just be the finest moment in Ringworm’s 20+ year career.",,,,,,,,,,,,
bd117,Rusty Feather,https://rustyfeather.bandcamp.com/,"Montréal, PQ",Punk,bd117.jpg,Montreal's band inspired by west coast punk rock from the era when some of us were just toddlers while others hadn't even been born.,,,,,,,,,,,,
bd118,S.T.O.P,https://www.facebook.com/STOP-437301059636726/?fref=ts,"Boisbriand, PQ",Ska,bd118.jpg,,,,,,,,,,,,,
bd119,Sabotage,http://sabotagehc.bandcamp.com,"Welland, Ontario",Punk,bd119.jpg,,,,,,,,,,,,,
bd120,Sammy Kay,https://www.facebook.com/sammykaynj/,"Asbury Park, NJ",Blues,bd120.jpg,,,,,Frite Alors!,5/21/2016,0:45,1:15,,,,,
bd121,Save Ends,https://saveends.bandcamp.com/,"Holliston, MA",,bd121.jpg,"A minute or so into ""PunkORama 30"", the opening song on Warm Hearts, Cold Hands, Save Ends slugs their listeners in the face with a circle pit-worthy charge into the first verse of their first full-length.",,,,Katacombes,5/20/2016,22:15,22:45,,,,,
bd122,Scare,https://scareqc.bandcamp.com/,"Québec, PQ",Hardcore,bd122.jpg,,,,,Piranha Bar,5/20/2016,23:30,0:00,,,,,
bd123,School Damage,https://www.facebook.com/schooldamage,"Toronto, ON",Punk,bd123.jpg,School Damage’s gritty but melodic style of punk rock is a mix of raw hardcore energy and Ramones- four chords worship. The songs start and stop on a dime while dripping enough piss and vinegar to leave you dehydrated and thirsty for more. ,,,,,,,,,,,,
bd124,Seth Anderson,http://www.sethandersonmusic.com/,"Hartland, NB",Folk,bd124.jpg,"Seth Anderson, The Renegade Kid, has been steadily building a Canadian music career from the ground up for over four years. Applying his blue collar work ethic to his music, of which he is most recognized for his catchy, truth laden, heart driven lyrics. “Anderson grabs your attention with a pure, honest, heartfelt sound that jumps out at you from the first note and stays with you long after you've stopped listening.” (Mike Gowing, Gray Dog Productions, Montreal, PQ).",,,,Foufones,5/21/2016,13:15,13:45,,,,,
bd125,Sick of it All,http://www.sickofitall.com/,"New York, NY",Hardcore,bd125.jpg,"Living legends are revered for good reason. They are proof of an ideal. They are roots from which future generations grow. When New York city leading lights sick of it all formed in 1986, they had no idea they’d be here today, continuing to release spirited, revolution-calling hardcore.",,,,Foufones,5/21/2016,0:00,1:00,,,,,x
bd126,Sink Or Swim,https://sinkorswimvt.bandcamp.com/,"Burlington, VT",Punk,bd126.jpg,"We started practicing in September of 2012 and began playing shows by January 2013, releasing a CD EP that summer and a new demo in the fall. Due to drummer issues and problems with the Canadian border, we played unplugged at Pouzza Fest in Montreal, QC in May 2014, calling it quits shortly after that. Recently, we've found a new drummer and are hoping to get ourselves off the ground for 2015. Stay tuned...",,,,,,,,,,,,
bd127,Sketchy,https://thebandsketchy.bandcamp.com/,"Brooklyn, NY",,bd127.jpg,"Once upon a time, Chris ran away from home and hid from the sun on Cape Cod. A bunch of people were like...""What the hell, man?"" He came back to NY about a year later and went to a Pandemics show, where he met Vizzi and asked if he knew anyone who wanted to start a band. He sent over some demos and let Vizzi do the rest of the work. Pretty typical move for Chris.",,,,Theatre Ste. Catherine,5/20/2016,21:45,22:15,,,,,
bd128,Speed Massacre,https://speedmassacremtl.bandcamp.com/,"Montréal, PQ",Punk,bd128.jpg,,,,,,,,,,,,,
bd129,Stereomonroe,https://www.facebook.com/Stereomonroe/?ref=ts&amp;fref=ts,"Chicoutimi, QC",Punk,bd129.jpg,"Stéréomonroe c'est 15ans de fidélité au punkrock, à l'amour la vérité la famille les ami(e)s et à l'espoir malgré tout.",,,,,,,,,,,,
bd130,Strengthen What Remains,https://www.facebook.com/strengthenwhatremains,"Tampa, FL",Hardcore ,bd130.jpg,,,,,,,,,,,,,
bd131,Stuck Out Here,https://stuckouthere.bandcamp.com/,"Toronto, ON",Punk,bd131.jpg,party angst anthems,,,,Theatre Ste. Catherine,5/20/2016,23:15,23:45,,,,,
bd132,Such Gold,https://www.facebook.com/suchgold,"Rochester, NY",Punk,bd132.jpg,,,,,,,,,,,,,
bd133,Suicide Machines,https://www.facebook.com/suicidemachinesdetroit,"Detroit, MI",Punk,bd133.jpg,,,,,,,,,,,,,x
bd134,Sunday,https://www.facebook.com/sundaymtl/?ref=ts&amp;fref=ts,"Montréal, PQ",Punk,,,,,,TRH Bar,5/20/2016,19:00,19:30,,,,,
bd135,Swinging Flaws,https://swingingflaws.bandcamp.com/,"Montréal, PQ",Alt-Rock,bd135.jpg,"Alt-rock band from Montreal, inspired by the rock of the 90's and the indie pop of today. A sweet mix of soft vocals and rough guitars.",,,,,,,,,,,,
bd136,Talk Show Host,https://welovetalkshowhost.bandcamp.com/releases,"Toronto, ON",Punk,bd136.jpg,"Two recovering punks and an indie rocker walk into a bar.",,,,,,,,,,,,
bd137,Teenage Halloween,https://tngehllwn.bandcamp.com/releases,"Asbury Park, NJ",Pop,bd137.jpg,We believe in community and seek to destroy bigotry. We also want everyone to have fun. We play upbeat music that you can dance to. Parties spring up wherever we play. ,,,,TRH Bar,5/20/2016,19:45,20:15,,,,,
bd138,The Beatdown,https://www.facebook.com/TheBeatdown,"Montréal, PQ",Ska,bd138.jpg,"They call it Northern Reggae…A one-hundred proof blend of raspy rocksteady, sizzling soul, surf swagger and punkrock pedigree shaken (not stirred) with a double shot of the roughest roots reggae your ears have ever tasted. Pour it into a highball glass over some ice-cold lyrics and you’ve got The Beatdown’s latest full-length offering “Walkin’ Proud”. Following hot on the heels of their acclaimed 2010 self-titled debut, “Walkin’ Proud” is an apologetic collection of thirteen hard driving, soulful bangers coming straight from the gut. The album was recorded almost entirely live off the floor, capturing the raw live energy, urgency and unmarred production that has made The Beatdown an established underground favorite with fans and newbies alike.",,,,Le Jardin des bières,5/20/2016,20:15,20:45,,,,,
bd139,The Cardboard Swords,http://thecardboardswords.com/,"Grand Rapids, MI",Pop,bd139.jpg,,,,,,,,,,,,,
bd140,The Copyrights,https://www.facebook.com/thecopyrightsband/?fref=ts,Carbondale.IL,Punk,bd140.jpg,"If you're gonna read anything in this bio, at least get these few facts straight: 1) The Copyrights are from a small college town in downstate Illinois called Carbondale, and are by far the biggest thing to come out of those cornfields as they have toured internationally multiple times; 2) They just released a 3-song EP on Fat Wreck Chords called, No Knocks, which is just a teaser for their upcoming LP, Report, due out on Red Scare in August; and 3) they're one of the best, smartest bands making buzzy, anthemic pop-punk in 2014.",,,,,,,,,,,,
bd141,The Creeps,https://thecreeps.bandcamp.com/,"Ottawa, ON",Punk,bd141.jpg,,,,,,,,,,,,,x
bd142,The Dewtons,https://www.facebook.com/The-Dewtons-175460225798687/,"Detroit, MI",Punk,bd142.jpg,"""The Dewtons...the most violent pop-punk show you'll ever attend, short of the Ramones!"" -Andy Stomper of Bad Assets.",,,,,,,,,,,,
bd143,The Dreadnoughts,https://www.facebook.com/thedreadnoughts/,"Vancouver, BC",Punk,bd143.jpg,"One part roaring sea shanty, one part haunting folk melody, and a solid chaser of gut-crunching street punk:The Dreadnoughts are Vancouver's biggest, baddest, drunkest, punkest folk band. ",,,,,,,,,,,,
bd144,The Drunken Wobblies,https://thedrunkenwobblies.bandcamp.com/,"Montreal, PQ",Punk,bd144.jpg,,,,,,,,,,,,,
bd145,The Filthy Radicals,https://thefilthyradicals1.bandcamp.com/,"Toronto, ON",Ska,bd145.jpg,"We are the Filthy Radicals, We came to Fucking Party!!!! Lets Get Filthy...",,,,,,,,,,,,
bd146,The Fleshtones,https://www.facebook.com/The-Fleshtones-Official-177240861436/,"Hitsburg, USA",Rock,bd146.jpg,"Since 1976, THE FLESHTONES have been blending R&R and R&B, serving it across the globe with smiles, attitude, and sweat, & calling it SUPER ROCK!",,,,,,,,,,,,
bd147,The Hunters,http://thehuntersmusic.com/,"Quebec City, PQ",Punk,bd147.jpg,"4 young passionate musicians. Thousands of miles across the globe. A lot of shitty shows, but many great ones. Blood, sweat & tears. Lots of promises & dreams. A couple drunken silly things. This is The Hunters. This is ART ELECTRIC.",,,,,,,,,,,,x
bd148,The Lippies,https://thelippies.bandcamp.com/releases,"Grand Rapids, MI",Punk,bd148.jpg,"The Lippies are a feminist pop-punk band from Grand Rapids, Michigan. Since coming together in August of 2014, the band has been making a lot of noise in the Midwest music scene with their self-released first EP and subsequent live shows. The music can be described as extremely catchy pop punk, with sing-a-long hooks, but don't let that fool you–this is a punk band that has you singing along with lyrics about the personal journey of a budding riot grrrl finding her place in today's world. Vocalist, Tonia Broucek, has spent time in the basement/DIY scene in the Midwest, building a fan base with just her ukelele and a message, and has now put together a full band around that message. Recently the band signed to punk label Red Scare Industries and released their first full length on March 4th 2016.",,,,,,,,,,,,
bd149,The Nasties,http://www.thenasties.net/,"Guelph, Ontario",Punk,bd149.jpg,,,,,,,,,,,,,
bd150,The Penske File,https://www.facebook.com/thepenskefile/,"Burlington, ON",Punk,bd150.jpg,,,,,,,,,,,,,
bd151,The Planet Smashers,https://www.facebook.com/ThePlanetSmashers/,"Montréal, PQ",Ska,bd151.jpg,Pure unadulterated party ska awesomeness served up hot with a large order of radical sauce on the side just for good measure.,,,,Le Jardin des bières,5/20/2016,22:00,23:00,,,,,
bd152,The Putz,http://theputz.bandcamp.com/music,"Indianapolis, Indiana",Punk,bd152.jpg,"The Putz is a pop punk rock band from Indianapolis, IN. In June of 2010 The Putz released their first their first studio album, ""Hole In One"", which they recorded at the legendary Sonic Iguana with Philip Hill. The Putz spent the following years playing around the Midwest with bands like The Queers, Flamingo Nosebleed, Parasites, The Dopamines, The Leftovers, and The Dewtons, to name a few. In October of 2012 The Putz won the Punk Rock Night Award for Best Local Band. In 2012 The Putz released two EPs simultaneously, ""Beach Bound"", recorded with Joe Queer and Jim Tierney, and ""The Party of the Century"", recorded again at Sonic Iguana. Also in 2012, The Putz hit the studio to record their second full-length album, ""Knock It Off."" Currently, The Putz are working on the release of Knock It Off and preparing to return to the studio as soon as possible. ",,,,,,,,,,,,
bd153,The Raging Nathans,https://www.facebook.com/TheRagingNathans/,"Dayton, OH",Punk,bd153.jpg,,,,,Theatre Ste. Catherine,5/21/2016,0:00,0:30,,,,,
bd154,The Red Owls,https://www.facebook.com/theredowls/,"Everywhere, New York",Punk,bd154.jpg,"Formed in early 2015 by ex-members and members of The Ataris, Nightmares for a Week, Anadivine and Hidden In Plain View. The Red Owls came together to record ""Do You Feel Any Better?. This EP marks the beginning of their creative pursuit to capture the sounds that their collective influences left ringing in their ears while adding a healthy dose of new life to this nostalgic genre.",,,,,,,,,,,,
bd155,The Rememberables,https://www.facebook.com/rememberables/,"Washington, DC",Pop,bd155.jpg,,,,,TRH Bar,5/20/2016,21:15,21:45,,,,,
bd156,The Sainte Catherines,#,"Montréal, PQ",Punk,bd156.jpg,,,,,,,,,,,,,x
bd157,The Slow Death,https://www.facebook.com/theslowdeath/,"Sydney, Australia",Metal,bd157.jpg,"The Slow Death was formed in 2007 by Stuart Prickett, Mandy Andresen and Gregg Williamson as a doom/death recording project. The first self titled cd was recorded and released in 2008 to good reviews. In 2010 Yonn Mclaughlin joined as drummer and the second album recordings began. 'II' was again, self released in April 2012. In November 2012 Dan Garcia and Brett Campbell joined the band, and writing of the 3rd album was completed, to be recorded soon.",,,,Theatre Ste. Catherine,5/21/2016,1:30,2:15,,,,,
bd158,The Snails,https://thesnailsband.bandcamp.com/,"Philadelphia, Pennsylvania",Soul,bd158.jpg,"The Snails are an eclectic act whose work, though identifiable with definite genres, defies generalization. Having spent previous years exploring and writing in the style of mid-century Jamaican music (ska, rocksteady, reggae) the group now brings influences as various and distant from each other as American garage rock and rhythm ‘n’ blues to the forefront of their original sound. Their songs are lyrically poignant (“poetry dressed with tune”), their rhythms aggressive, and their performance electrifying. Catch the beat, and you’ll never be able to put it down.",,,,,,,,,,,,
bd159,The Stragglers,https://stragglers.bandcamp.com/,"London, Ontario",Punk,bd159.jpg,"Punks with houses. We're fucking role models! Just to clarify, we are not role models but our girlfriends are and we bang them.",,,,,,,,,,,,
bd160,The Valveenus,https://valveenus.bandcamp.com/,"Ottawa, Ontario",Punk,bd160.jpg,"The Valveenus formed in 2004, becoming more active over the years creating a unique folk-influenced punk rock sound . Over the years we've shared the stage with such bands as SNFU, The Real MacKenzies, Guttermouth, Old Man Markley, Cobra Skulls, Nothington, The Koffin Kats, Gob,The Swellers and many more great bands. If you're interested in playing or booking a show with us, contact Matt at mattracha@gmail.com",,,,TRH Bar,5/20/2016,22:00,22:45,,,,,
bd161,The Weak Days,https://thaweakdays.bandcamp.com/,"Richmond, VA",,bd161.jpg,,,,,,,,,,,,,
bd162,Townes Cosentino,https://townescosentino.bandcamp.com/,"Bronx, New York",Punk,bd162.jpg,,,,,Frite Alors!,5/21/2016,0:00,0:30,,,,,
bd163,Trail of Lies,https://www.facebook.com/trailoflies315/,"Syracuse, New York",Hardcore,,,,,,,,,,,,,,
bd164,Trophy Lungs,https://trophylungs.bandcamp.com/,"Boston, MA",Punk,bd164.jpg,Four intoxicated nerds playing mediocre music in between episodes of The X-Files.,,,,Piranha Bar,5/21/2016,0:15,0:45,,,,,
bd165,TRSTSS,https://trstss.bandcamp.com/releases,"Montréal, PQ",Punk,,,,,,,,,,,,,,
bd166,Typesetter,https://typesetter.bandcamp.com/,"Chicago, IL",Punk,bd166.jpg,"Typesetter is a band from Chicago, IL. They are influenced by punk, indie rock, shoegaze and noise rock. Since 2012 the band has played 250+ shows in the US, Canada, and Europe. Their latest release, LP ""Wild's End,"" came out in October 2014 on Black Numbers. ",,,,,,,,,,,,
bd167,Undesirable People,https://www.facebook.com/undesirablepeople/,"Detroit, MI",Punk,bd167.jpg,,,,,,,,,,,,,
bd168,Up For Nothing,https://upfornothing.bandcamp.com/,"Brooklyn, New York",Punk,bd168.jpg,If you like 90's punk rock.... This!,,,,,,,,,,,,
bd169,Vulgar Deli,https://www.facebook.com/The-Vulgar-Deli-7797174911/?ref=nf,"Montréal, PQ",Punk,bd169.jpg,"Deli veterans Franck O'Brains (Tailgunner, The Brains, Ripcordz) and Uncle Costa (Blood Sausage,Grim Skunk), along with Charly (Squalor), Davey (Von Rebels) , Troy Cockhard, (Rockhard), return from the proctologist with a brand new Faster and Louder mid-life-crisis hardcore attitude.",,,,Piranha Bar,5/20/2016,22:45,23:15,,,,,x
bd170,Walk The Plank,http://walktheplank.bandcamp.com,Washington D.C.,Hardcore,bd170.jpg,,,,,Foufones,5/20/2016,19:45,20:15,,,,,
bd171,Wasted Potential,https://wastedpotential.bandcamp.com/,"London, ON",Hardcore,bd171.jpg,"Born in the backrooms of London, ON - littered with pizza boxes and beer cans, OSAP loans and amp tubes is Wasted Potential. Made up of members from bands that no longer matter – but once held great promise the very make up of the bands past gives light to the name – a reality so many musicians face – to put everything in and getting nothing back. But that may have changed with this group of seasoned local heroes, going against the grain of their very own name – as a powerhouse mix of attitude, talent and a live show that envelopes the audience into the fold of the angst-y anxiety ridden world of front man Danny Kidd – usually wasted, these guys are doing anything but wasting their potential.",,,,,,,,,,,,x
bd172,Wayne Kennedy,https://waynekennedy.bandcamp.com/releases,"Lindsay, ON",Punk,bd172.jpg, Wayne Kennedy has all the defiant passion and mad vocal energy you would hear with a punk band but performed by strumming the ever-loving-shit out of an acoustic guitar. ,,,,,,,,,,,,
bd173,WD40,https://wd-40.bandcamp.com/,"Montréal, PQ",Punk,bd173.jpg,"Tout a commencé en 1994… Ayant quitté Chicoutimi trois ans plus tôt pour conquérir le monde, il me vint l’envie de faire enfin la musique qui jouait dans ma tête depuis toujours. Tanné de jouer dans des groupes pas bons, je pris le contrôle de ma vie et, sans trop m’en rendre compte, je créai un monstre.",,,,,,,,,,,,
bd174,Weak Ends,https://weakends.bandcamp.com/,"Saskatoon, SK",Hardcore,bd174.jpg,,,,,,,,,,,,,
bd175,Wild Side,https://wildsidehc.bandcamp.com,Ontario,,,,,,,,,,,,,,,
bd176,Windoc,https://windoc.bandcamp.com/,"Thorold, Ontario",Hardcore,,,,,,,,,,,,,,
bd177,Wolf-Face,https://www.facebook.com/pubesonmyface/,"Saint Petersburg, FL",Punk,bd177.jpg,"In high school Michael J. Wolf made some serious waves when Hollywood decided to steal his life story of being a small town basketball playing werewolf and put it on the silver screen. Nowadays, Michael has found his groove rocking a hard pumping and infectious brand of hairy punk rock with his pack-mates Rain Wolf, Good Wolf, and Wolf Fart.",,,,,,,,,,,,
bd178,You Vandal,https://www.facebook.com/youvandalfl,"Gainesville, FL",Punk,bd178.jpg,,,,,Theatre Ste. Catherine,5/20/2016,19:30,20:00,,,,,
bd179,Pouzza Dinner,,,,,,,,,Perfecto,5/20/2016,17:00,19:00,,,,,
bd180,Burger Barrington,,,,,,,,,Foufones,5/21/2016,12:30,13:00,,,,,
